song_id,song,mood,mood_id,sentiment,artist_1,artist_2,note,mode,harmonic,percussion,tempo,zcr,spec_bw,spec_cent,rolloff,rmse,chroma,mel,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,loudness,onset_env
0,tum_hi_ho,Emotional,1,,arijit_singh,0,5,0.9,6.74E-08,-7.68E-05,101.9950611,0.064262209,2147.490425,1680.817399,3661.633028,0.290861934,0.258960307,21.34790039,0.003017561,-77.90087128,121.4490433,9.547245026,28.24044609,5.249371529,9.335710526,-11.71115589,4.614925385,-6.788757801,-0.733799219,-2.507652283,-0.128921747,-4.906409264,-1.083336234,-2.905485392,3.124073267,-14.9609251,5.695227146,-9.206967354,-0.996564448,-1.893510699,1.252689123
1,sunn_raha_hai,Emotional,1,,ankit_tiwari,0,0,0.9,7.84E-07,-4.84E-05,150.5250457,0.073915653,2273.787534,1926.881663,4278.431821,0.267418504,0.274338067,17.77455521,0.014857092,-62.64822769,102.4630508,1.542585373,28.14665985,-0.802047253,9.99498558,-8.981772423,4.209069729,0.455978215,1.197009563,1.879820347,0.039997246,-2.50740695,2.463308096,-7.154234409,-2.705456495,-7.971689701,-0.143098116,-7.438866615,-1.909259558,-2.320600271,1.230927587
2,chahun_main_ya_naa,Emotional,1,,palak_muchhal,0,9,0.9,-9.58E-08,-2.11E-05,110.8902069,0.086853204,2478.422808,2136.264685,4625.316902,0.237622812,0.27848202,13.79298592,0.024512456,-63.8763237,96.86684418,6.010095119,29.37250328,8.928102493,0.707610428,3.145632029,4.500664711,-2.313837767,2.98250103,-8.256790161,-0.251440167,-5.071287632,2.037336826,-3.223482609,-1.837995172,-7.298285961,-0.116576828,-6.924812317,-0.177319616,-3.115200996,1.293272853
3,hum_mar_jayenge,Emotional,1,,tulsi_kumar,0,9,0.1,-8.07E-07,-7.34E-05,113.2248805,0.075512732,2596.984383,2153.272772,4942.33411,0.262383997,0.237875998,17.51521301,-0.016389632,-77.44007874,97.46063995,16.48834229,14.21944714,5.767854214,5.07084465,-2.145457506,3.156539679,-6.483552456,-3.965433359,-6.217322826,-0.201512113,-2.576682329,3.828237534,-1.566680193,0.925917983,-4.036507607,2.397920847,-5.502061367,-4.176831722,-2.893093586,1.608633876
4,meri_aashiqui,Emotional,1,,palak_muchhal,0,5,0.9,-4.95E-07,-4.32E-05,106.5107794,0.059419941,2150.023376,1612.559385,3418.830194,0.263142496,0.275080472,17.80311012,0.003855047,-97.78913116,121.0220871,13.85056114,26.55872154,6.381272793,8.926909447,-14.20597553,2.398313284,-5.692111015,-1.037223458,-5.073770046,-4.535307407,-6.265691757,1.190105081,-7.270757198,-3.891416788,-11.23022842,3.097144127,-5.622159481,0.129678398,-3.298485518,1.262248755
5,piya_aaye_na,Emotional,1,,k.k.,0,11,0.1,2.65E-08,-7.16E-05,144.4892686,0.081239012,2466.986463,2043.630891,4613.954641,0.248198077,0.309204429,16.0338459,0.01148846,-58.85057449,100.6483612,8.832437515,20.53967476,3.987482786,8.948600769,-1.06317544,1.375728726,-6.987183571,2.665077925,-3.578390121,4.811124802,-5.450131416,-0.808960676,-5.825275898,1.365555167,-8.502023697,4.331001759,-2.792393446,1.977088571,-2.171154737,1.21583426
6,bhula_dena,Emotional,1,,mustafa_zahid,0,11,0.1,4.65E-07,-3.47E-06,124.0811249,0.076892581,2244.581805,1875.642761,3969.338498,0.251342207,0.27745229,16.55573082,0.016206601,-79.06905365,109.46241,-0.612870455,22.89047432,3.87764287,1.083067894,0.173450202,5.902282238,-5.847446442,2.22730875,-3.272855759,0.689063847,-5.717798233,-2.759815693,-7.375042439,-2.604740381,-7.922783375,3.730779409,-6.594614506,-2.358179569,-4.245678902,1.155756593
7,aasan_nahin_yahan,Emotional,1,,arijit_singh,0,10,0.9,3.37E-08,-1.92E-05,98.74630158,0.060941505,2207.85063,1638.497971,3482.450151,0.236250862,0.263038546,14.60066223,-0.024434708,-110.0048141,123.1175156,20.76930618,14.99717808,4.863231659,5.160701752,-2.483290434,10.63138103,-3.247944593,4.869401455,-1.984183073,0.88138777,-1.064332366,2.577322721,-0.995312214,-3.258030176,-9.741942406,1.001723409,-8.452643394,-0.904766858,-4.102323532,1.248137355
8,sunn_raha_hai,Emotional,1,,shreya_ghoshal,0,9,0.9,-5.08E-07,1.64E-06,136.7308126,0.074567739,2449.11314,1985.879027,4282.830545,0.300359696,0.209540963,22.20602036,0.003779011,-79.81749725,98.08708954,6.566933155,9.130119324,3.706683397,-1.364947796,1.65707624,1.776205182,-6.88547802,-9.51625824,-16.06752396,-5.341609478,-7.734838486,3.590872526,0.477535307,7.890861034,-4.604424477,-4.974551201,-10.82003975,-1.550281405,-2.596713305,1.313029408
9,milne_hai_mujhse_aayi,Emotional,1,,arijit_singh,0,6,0.9,-9.77E-08,-3.42E-05,138.6248884,0.097803251,2604.03259,2409.152984,5408.281134,0.261452526,0.321845949,16.02708244,-0.007792993,-36.98962021,85.7081604,8.164627075,35.12210083,9.195791245,6.650420666,-4.164306641,13.16820049,0.585032344,5.105677128,0.719388068,6.968338013,-3.270826578,1.726094365,-2.254448175,-0.906891346,-9.84808445,6.141945362,-5.507867813,0.118360355,-1.528336406,1.278300285
10,aashiqui,Emotional,1,,various_artists,0,0,0.9,-7.28E-08,-1.42E-05,137.4845699,0.054638098,794.3809789,773.4401973,1237.34451,0.084008656,0.194530025,2.180426359,0.012821021,-298.2871094,182.4756012,-4.501621246,4.301672459,5.04290247,-12.20444393,-6.277451992,-4.532734871,-4.089083672,-5.048181057,-8.6397295,-3.79276824,-1.614233494,-3.612713575,-5.982643127,-5.969079494,-5.094949245,-6.104629993,-4.49252367,-3.168609619,-8.666431427,0.770428061
11,chikni_chameli,Party,1,,shreya_ghoshal,0,1,0.9,-1.46E-07,5.95E-05,89.2326962,0.13795109,2787.613754,2893.138724,6304.227608,0.221897766,0.361256659,11.04129791,0.000421943,-3.783227205,73.42181396,-6.901094437,9.515200615,2.415370226,4.549654007,-2.670167446,6.822860718,-2.030048609,4.215714455,-4.611160755,3.369034529,-0.70088613,6.045636654,-1.681134462,5.279427052,0.002955025,4.470840454,-0.303789496,3.896811962,-2.390500546,1.54730773
12,o_saiyyan,Party,1,,roop_kumar_rathod,0,1,0.1,1.63E-07,-7.71E-06,136.5888691,0.075435171,2202.043881,1869.900111,3985.403143,0.152122691,0.276818365,6.547883511,-0.029161061,-118.478775,111.9860306,-2.561121941,19.22477531,1.062606454,5.956897259,-10.5105114,-2.623992205,-9.204146385,-2.499502897,-4.274497509,0.578408957,-1.309870243,-0.156491414,-6.850410938,-0.658766508,-8.537740707,-6.281475544,-6.808760643,-3.983793736,-8.007987022,1.170412898
13,gun_gun_guna,Party,1,,udit_narayan,sunidhi_chauhan,7,0.1,-1.45E-08,0.000136401,113.9903143,0.11630262,2421.214582,2409.258017,4943.291433,0.208984762,0.330435753,10.19344139,0.02558805,-48.24411011,83.65060425,-16.81350899,18.3576355,-2.851927996,5.47287941,-2.626811266,3.701143026,-7.341291428,5.315924168,-9.080666542,-1.402647972,-5.671781063,-0.992720187,-2.324259758,2.7971766,-0.431660116,2.184365988,-2.065727949,1.789380074,-2.99000144,1.638988495
14,shah_ka_rutba,Party,1,,sukhwinder_singh,anand_raaj_anand,11,0.9,-7.54E-09,1.61E-06,131.9085733,0.111028495,2615.684784,2541.544725,5645.262725,0.197120145,0.339015216,9.839288712,0.005963792,-48.97748566,82.28257751,-4.667238235,11.95935345,-3.22744298,7.44584322,-8.47650528,4.575349808,-9.505619049,7.123404026,-3.130767822,4.963719845,0.58795923,3.687743664,-4.24725008,1.667869329,-8.155851364,-0.453205347,-3.610079527,-3.304195166,-6.867270947,1.616784692
15,abhi_mujh_mein_kahin,Emotional,1,,sonu_nigam,0,6,0.9,-4.21E-08,3.55E-07,128.293383,0.079978089,2089.944932,1768.264532,3479.4967,0.133401349,0.267845809,5.075095177,-0.029534488,-149.6184082,114.8421173,-4.185306549,7.964627266,1.084727049,-0.270454258,-12.2633152,0.821033299,-9.857435226,-0.997668922,-4.320166588,0.560297728,-4.761057854,-0.305452853,-7.081729889,-1.71157074,-6.931165695,-3.824985981,-5.89561367,-3.201883316,-9.301268578,1.185120344
16,deva_shree_ganesha,Party,1,,ajay_gogavale,0,0,0.1,-5.81E-09,-3.88E-05,132.9130646,0.108552642,2434.537784,2323.801857,4891.829155,0.242881104,0.359364122,14.05510426,0.01281203,-10.78874016,93.92384338,-13.57516003,15.85404301,-3.418440104,8.376439095,-1.908969283,0.504687071,-1.527930021,6.71585989,-2.887136698,4.125730038,-0.624417186,3.528004169,-2.090534925,4.790005684,-4.550332546,3.100021124,-2.174747467,1.301432729,-2.144335032,1.318314791
17,prem_ki_naiyya_(remix),Party,1,,neeraj_shridhar,suzzane_d'mello,1,0.1,-2.88E-07,0.000109512,128.3814459,0.104113841,2071.701534,2083.92817,4571.350135,0.264892966,0.394247115,18.12150002,-0.011001547,-61.46263504,119.1751022,-34.42420197,60.55402756,-26.76752281,33.87397385,-24.47539902,24.92194176,-14.07134151,8.86989212,4.40562439,-6.943265915,8.710683823,-11.86923504,7.654533386,-10.77792454,6.756809235,-6.273900986,4.571810246,-3.162715673,-3.833310127,1.849221826
18,main_tera_dhadkan_teri,Party,1,,k.k.,sunidhi_chauhan,2,0.9,-1.63E-07,-0.000228293,110.3589845,0.107020864,1929.125917,2054.248571,4256.663597,0.287544101,0.433734149,20.35090446,-0.022599704,-33.40063095,118.0097122,-49.3678627,64.39391327,-23.14632988,31.72766495,-12.62553501,17.7383709,-6.794058323,8.418316841,2.674700975,-2.311423779,6.755734444,-9.517077446,9.182387352,-8.576653481,3.22430706,-5.569492817,1.093549132,-3.145381451,-3.678932905,1.575037241
19,tu_jaane_na,Emotional,1,,atif_aslam,0,2,0.1,6.58E-08,3.03E-05,118.2238139,0.079404788,1822.877223,1699.883813,3600.243044,0.279765785,0.279204041,18.97802734,0.002474029,-68.47142029,139.9090424,-37.26279068,52.9183197,-18.27711868,23.33516502,-12.91190434,15.80031109,-13.73445797,15.87420654,-4.646803856,2.664177656,3.356767178,-14.02160263,11.96887875,-15.0938921,8.97303009,-7.166109085,-2.966683865,-4.58431673,-2.698381186,1.609263182
20,oh_by_god,Party,1,,mika,sunidhi_chauhan,7,0.1,-1.87E-08,8.82E-05,114.9957711,0.101799754,1844.440983,1915.061597,3930.601504,0.305652469,0.4117001,21.86053085,0.020216989,-37.22556686,123.9944382,-46.56697464,58.63671112,-17.83013344,29.81618118,-6.995259285,15.54250431,-9.26304245,12.25076962,-2.201153278,-3.908625841,8.779528618,-8.289077759,5.906436443,-7.959308624,3.329973221,-5.085163116,3.869730234,0.880837619,-2.016388178,1.866956234
21,tera_hone_laga_hoon,Emotional,1,,atif_aslam,alisha_chinoy,7,0.9,-4.16E-08,-6.69E-05,118.3087585,0.075118308,1864.191401,1648.215333,3615.844932,0.270399392,0.318025738,17.98701477,0.002059487,-69.94113159,143.1273346,-26.62728691,44.77624893,-28.13691902,29.78350067,-16.79916573,14.27135277,-17.05973816,9.300995827,-3.217576742,-3.821512222,1.62867403,-11.49827099,11.96379471,-15.62833691,9.171107292,-5.896991253,-2.188711405,-4.664685726,-2.482473373,1.371247768
22,prem_ki_naiyya,Party,1,,neeraj_shridhar,suzzane_d'mello,1,0.1,1.16E-06,-0.000240411,122.4332524,0.087664078,1910.040429,1848.995022,3979.735086,0.26037842,0.429884851,16.97054291,-0.005517782,-67.08361816,125.612648,-37.19411469,56.59067535,-21.8846035,27.28241158,-16.57127953,20.22270775,-11.84657097,6.927470207,3.332867861,-5.022129536,7.318680286,-7.688212395,8.223574638,-8.649130821,5.774680614,-3.620650768,4.766484261,0.023688307,-3.585289478,1.754241824
23,aa_jao_meri_tamanna,Emotional,1,,javed_ali,jojo,2,0.9,-8.91E-07,-8.51E-05,99.87789254,0.104651634,1920.74478,1990.552044,4121.375174,0.269085705,0.333457112,16.62173462,0.00196092,-54.6517601,127.9592743,-47.28729248,50.5981102,-26.81450081,28.93648338,-23.05949783,23.75887489,-18.38854027,9.251058578,4.630384922,-7.959233761,9.810134888,-11.43846607,3.598330498,-9.421784401,3.085504055,-8.499986649,7.461987972,0.205334812,-1.203821182,1.592891097
24,follow_me,Party,1,,hard_kaur,0,1,0.1,9.87E-07,-0.000225143,113.3392331,0.102455617,1911.300089,1965.595668,4079.809491,0.235235229,0.412228733,13.77469349,-0.00910463,-64.86483002,125.0523911,-46.94139862,60.02244568,-21.06121254,28.97351837,-19.59760284,18.48234558,-9.53229332,7.589824677,-0.481935531,0.132739305,6.488931179,-6.654750347,10.39815044,-12.95655632,5.114913464,-13.23408794,1.611314893,-3.458082199,-3.165815115,1.787118554
25,tu_jaane_na_(reprise),Emotional,1,,soham,rana_mazumdar,4,0.1,2.08E-07,1.51E-06,118.125,0.093268684,1932.331791,1987.810846,4271.681545,0.278531253,0.282859594,18.09639931,-0.002788735,-56.87236786,122.1813583,-37.95039368,61.79524994,-31.78183556,28.1656723,-23.78335571,18.54151154,-10.00541115,7.342677116,7.128353596,-6.187247276,9.752385139,-6.1838274,6.168623447,-7.994894981,5.044138908,-7.391682625,2.688092947,0.400580883,-2.455145597,1.721584678
26,main_tera_dhadkan_teri_(remix),Party,1,,k.k.,sunidhi_chauhan,2,0.9,1.74E-07,-7.72E-05,122.8408596,0.109864176,2082.074405,2250.275984,4772.858976,0.240121454,0.381437421,14.33683872,-0.01937169,-57.880867,107.4068146,-43.16194153,55.65167236,-29.87927437,33.34932709,-20.7888546,20.1688385,-13.05661392,7.412989616,1.234918237,-4.841766834,7.608729362,-11.48411846,7.338252544,-13.59008694,3.903428078,-8.943647385,-0.59422946,-6.781097889,-4.428681374,1.776326776
27,tu_jaane_na_(remix),Emotional,1,,atif_aslam,0,3,0.9,1.55E-07,0.000121414,128.8746635,0.098633246,1989.958853,2000.993083,4294.562689,0.297959477,0.331476629,20.65274811,0.006996754,-54.63058472,126.5302734,-42.43199539,55.81560135,-26.78756142,36.24168777,-18.07632446,16.43844223,-14.72307777,15.0264225,-4.695159912,-0.24047929,2.581881523,-16.99679565,9.819149017,-18.20121765,6.497638226,-6.980570793,-1.850917697,-7.594426155,-0.44162032,1.823539138
28,tera_hone_laga_hoon_(remix),Party,1,,atif_aslam,alisha_chinoy,5,0.9,2.44E-07,0.000167179,129.1992188,0.059900836,1821.468385,1547.564855,3428.713696,0.317381144,0.376972646,26.46322441,0.013364339,-74.00624084,140.1281281,-23.63739777,46.4805336,-20.16606712,23.53101921,-13.24965382,12.15259171,-15.9620285,8.741846085,-5.287070274,-1.457746267,2.221827269,-8.792366028,11.71082115,-16.14069939,5.721472263,-7.775418282,-4.836750031,-5.934666634,-3.42076993,1.899787664
29,aa_jao_meri_tamanna_(remix),Party,1,,javed_ali,jojo,11,0.9,-4.74E-08,-0.000637868,117.7436901,0.086358977,1880.644,1798.022177,3943.287909,0.321080744,0.356258392,24.66249084,-0.009661521,-41.63707733,137.4791565,-36.27501678,57.84011459,-24.45506477,29.52236938,-18.14434052,19.97442245,-14.00498009,7.08216238,3.592328787,-8.117422104,8.68102932,-9.600553513,0.657097936,-11.49228001,1.776572704,-9.157420158,2.54062891,-2.832005262,-2.759611368,1.629984379
30,tu_jaane_na_(unplugged_version),Emotional,1,,kailash_kher,paresh,9,0.1,-3.62E-07,-8.45E-06,119.1431333,0.088063264,1674.048106,1737.092197,3491.779193,0.214233354,0.244985104,10.98988342,-0.003153115,-122.602478,125.5716248,-42.31660843,43.62608337,-23.79556656,10.15828705,-21.93607712,3.307852745,-23.88456345,-0.792056799,-10.90808868,-16.06427956,-0.841919541,-28.28992081,-1.842247128,-19.92317581,-8.696090698,-6.099175453,-9.541694641,-5.614834785,-4.461019516,1.511321902
31,aas_paas_khuda,Emotional,1,,rahat_fateh_ali_khan,0,5,0.1,2.72E-07,-0.000133758,140.2423678,0.074439614,2213.015041,1857.951825,4025.519987,0.248594671,0.308087498,15.52147007,-0.014067001,-74.6218338,109.5275345,0.101261497,28.23638535,0.981104136,4.373941898,3.42404604,-2.482559443,-6.726100922,10.89157867,-7.73892498,-2.163538218,-3.580205441,-9.414963722,-6.809643745,-0.159011826,-9.217715263,1.491029978,-6.079092026,-0.106721446,-4.41195488,1.50597024
32,i_feel_good,Party,1,,vishal_dadlani,shilpa_rao,5,0.1,8.76E-08,-7.72E-05,124.2713103,0.081699227,2778.287118,2395.798344,5698.42185,0.226606086,0.379071414,14.04972935,-0.004393663,-60.64422607,88.02920532,18.37052917,24.00404549,9.627271652,7.447866917,0.047302861,7.049098969,0.460731804,5.452147007,-3.723029852,4.35936451,-4.518932343,2.958435059,-1.599812627,3.762182474,-4.239405632,2.950277567,-2.28621006,3.022883654,-2.777856588,1.237167478
33,tumse_hi_tumse,Emotional,1,,caralisa_monteiro,shekhar_ravjiani,7,0.1,-4.26E-08,4.70E-05,92.46508123,0.07351809,2748.220973,2248.908822,5455.545021,0.199627534,0.362339228,10.70619869,0.011720383,-89.05838013,90.71780396,22.90603065,24.83250618,8.122113228,12.57299995,2.221113682,3.830391407,-1.479591727,1.647483945,-2.309474707,3.980632067,-3.082565069,1.364616752,-4.491652489,-0.271276772,-6.704592705,0.572401643,-5.977314472,1.91103065,-5.503338814,1.507354856
34,aas_paas_khuda_(unplugged),Emotional,1,,rahat_fateh_ali_khan,shruti_pathak,5,0.1,1.36E-07,-3.76E-06,118.4642965,0.075349991,2304.476708,1967.143168,4087.477169,0.188064054,0.239903539,9.022809982,-0.008823227,-126.8951263,99.60728455,-5.162803173,10.95487404,-7.93977356,-14.65084457,-5.255282879,-19.18997192,-20.63778496,0.958179533,-20.78513908,-14.25341606,-18.02491379,-18.10404015,-16.51657295,-7.024913788,-13.18843842,-4.052035809,-12.9849987,-4.354921818,-3.646410942,1.385289788
35,anjaana_anjaani_ki_kahani,Party,1,,nikhil_d'souza,monali_thakur,6,0.9,-3.38E-08,-2.68E-06,135.0693941,0.0679166,2685.858289,2221.253873,5252.914597,0.311569333,0.475227386,25.01820183,-0.002068411,-31.10705185,92.81948853,9.820887566,18.68789101,11.30178165,18.1124897,6.242896557,10.79224014,3.262887716,8.932159424,-0.583173692,4.797396183,-2.367042542,6.147384644,-1.33900106,0.438928783,-3.083531141,2.134756327,-3.926393509,1.395271063,-1.816507459,1.56705749
36,anjaana_anjaani,Party,1,,vishal_dadlani,shilpa_rao,0,0.1,-2.75E-07,-1.23E-05,140.3455306,0.070703035,2631.319668,2143.501447,5236.086607,0.240302846,0.298024625,14.4852829,0.012072855,-67.18372345,99.49249268,22.26711845,24.55296135,8.944132805,9.452328682,-3.341641188,6.455592632,-6.254598618,3.361845016,-4.353643417,4.000846863,-3.953637838,3.212483644,-4.963588715,0.217509404,-4.549900532,-0.781257808,-3.058784008,0.669361711,-3.305585861,1.327590942
37,hairat,Emotional,1,,lucky_ali,0,4,0.1,-3.63E-07,-0.00026092,106.7327454,0.084363865,2577.159765,2228.516652,5132.016243,0.24250944,0.409329414,15.64655304,0.009492816,-48.87631226,94.71508026,7.568468094,26.7821064,6.015665531,11.26723289,-1.017886639,7.432996273,2.457441807,6.225418568,-2.340691805,5.189638615,-5.035743713,0.895745158,-2.332706213,1.483663797,-5.799516201,2.539400816,-3.669564247,2.470731735,-4.925955296,1.289087892
38,tujhe_bhula_diya_(remix_the_dance_to_forget_mix),Emotional,1,,mohit_chauhan,shruti_pathak,6,0.1,-5.51E-08,-1.70E-05,135.6602244,0.06467176,2405.690447,1872.622886,4100.165585,0.242642686,0.411627203,15.95248604,-0.001297417,-61.81745148,111.9482651,0.225439742,15.88206291,7.818418026,4.018910885,3.604721308,-2.247440815,-1.359968543,3.375082016,-0.401350558,3.801017284,-2.801135063,2.880496264,-3.88694644,3.083781719,-7.813306808,1.259540439,-2.956759453,3.640768051,-3.47611618,1.309221506
39,tujhe_bhula_diya,Emotional,1,,mohit_chauhan,shruti_pathak,6,0.9,6.26E-07,-3.58E-06,129.2645397,0.074645976,2576.07164,2130.043441,4955.686363,0.186194643,0.340254247,8.911898613,-0.005097739,-92.35704041,96.92061615,13.16041374,19.74007607,1.934651256,7.840630054,-2.48536396,-2.301985264,-4.726578236,3.699363232,-3.766702414,2.929077387,-6.850955963,-0.059826843,-8.772997856,-0.121448502,-10.42230606,1.055857897,-8.127362251,-1.88288033,-5.472964287,1.402761579
40,barbaadiyaan,Party,1,,ram_sampat,sasheh_aagha,8,0.9,-1.80E-05,0.000124168,141.1897406,0.089170005,2630.782089,2396.117655,5343.963184,0.285104156,0.427501917,19.37525177,0.009672745,-19.43794823,86.19727325,2.097464085,24.18084717,4.506187916,8.791927338,4.026721478,6.137579441,-0.088320404,5.03537035,-1.467760324,6.420804501,-2.434375525,5.056163788,-4.180018902,1.838388801,-3.788316488,3.222510576,-4.105672359,3.168395996,-1.834311008,1.444897294
41,jigra_fakira,Emotional,1,,keerthi_sagathia,0,4,0.1,1.91E-07,0.000243242,140.0426607,0.078702747,2437.916328,2037.507891,4522.470339,0.314708054,0.357977062,23.81611443,0.014195734,-30.78586769,100.7681732,9.87169838,29.79444313,6.954949379,11.96159267,2.871375322,9.953267097,-5.058328152,4.99001646,-4.011113644,3.335108519,0.698419392,0.528216243,-4.766767025,0.367282927,-6.901977062,-0.692607999,-8.619450569,-2.186108589,-3.203567028,1.543298841
42,barbaadi,Emotional,1,,k._mohan,0,11,0.1,-3.87E-07,2.23E-05,123.4522585,0.06202478,2490.910584,2040.018586,4887.136874,0.244373128,0.380055696,15.98985863,0.002390977,-80.2961731,109.0042343,19.35627747,14.04495907,4.804949284,17.94272614,-1.141990662,14.78381824,2.680603981,2.171831369,3.521462679,3.151054144,-2.20259738,-0.481905371,-2.177512646,-0.272452146,-4.462367535,2.017662048,-1.751696467,-0.58595407,-5.465919018,1.146626711
43,ayaashi,Party,1,,k.k.,0,7,0.9,1.02E-06,-6.73E-06,120.3353653,0.110630281,1733.920972,1913.630674,3864.494623,0.137298301,0.420039028,4.418151379,0.017238963,-103.6298218,134.7585907,-62.48965836,64.57997894,-24.41539192,26.12425804,-12.94957256,13.91037464,-4.65880394,5.56000042,3.600530386,-3.758358717,8.782434464,-11.36376858,7.273519039,-9.495827675,1.94596827,-3.605917692,1.767441392,-0.934214473,-4.260401249,1.589247227
44,jingle_jingle,Party,1,,mohit_chauhan,0,0,0.9,1.50E-06,-5.92E-06,92.28515625,0.072620157,1691.878407,1567.094462,3372.134195,0.123175733,0.387916237,4.331139088,0.005343497,-152.7940369,136.1310272,-31.5218792,44.02051163,-19.22927284,27.35012817,-8.03882122,7.088694096,-3.122668505,4.885862827,2.275663376,-3.909618139,7.202336788,-8.896788597,6.340703011,-7.380861282,2.432220697,-0.81661272,0.887951672,-0.304575413,-8.186433792,1.571480393
45,chaska,Party,1,,krishna,0,11,0.9,3.65E-06,1.91E-05,100.1400152,0.075597914,1605.463094,1513.111815,3154.064631,0.15903011,0.380467772,6.336518764,-0.006553245,-120.1872101,151.8708344,-48.96455002,51.23370361,-25.42737007,26.56731415,-13.10560513,11.9352026,-8.879563332,5.542858124,5.396002769,-9.797714233,7.083408356,-10.30580997,6.579223633,-8.9532938,-0.337968916,-5.758117199,-2.371873617,-2.998933554,-1.881614208,1.610962749
46,fakeera,Emotional,1,,rahat_fateh_ali_khan,0,1,0.9,1.50E-07,-6.74E-05,138.620683,0.087271282,1653.31723,1579.234706,3403.663178,0.141272649,0.346591443,4.877567768,-0.003458795,-125.3827744,151.5215149,-44.22945404,63.79972076,-24.43031693,26.86325073,-8.097009659,10.44404411,-8.66686058,8.950082779,4.945573807,-5.598357201,8.926817894,-11.93928242,5.767490864,-9.645579338,0.047537077,-7.192927837,-1.864555836,-4.143535614,-2.923892498,1.408558369
47,badmaash_company,Party,1,,benny_dayal,0,6,0.9,3.01E-06,4.22E-05,113.1184652,0.086969893,1755.193384,1743.798371,3696.73628,0.136385903,0.431698501,5.349879742,-0.011619986,-144.1658783,129.5617523,-44.16712189,44.43373108,-26.01722527,27.71444511,-14.80701828,12.83497238,-6.962179184,3.164106369,4.611174107,-8.579036713,9.363489151,-9.034203529,7.274010658,-6.517501354,1.966630697,-1.556393147,2.155929565,-0.638216674,-5.651344776,1.75122869
48,ayaashi_(remix),Party,1,,k.k.,0,7,0.9,1.35E-06,-6.46E-05,121.5164412,0.065049823,1709.46475,1580.20996,3385.432578,0.188775927,0.437327504,10.18487072,-0.000250238,-124.5747681,128.9189758,-38.44181442,60.21912384,-10.4265089,19.10737419,-10.88835621,13.56084061,-5.990573883,6.45242548,2.396611929,-2.072467089,5.664408207,-10.3778801,8.369840622,-6.311306477,4.718000412,-3.045894623,1.842593312,-2.340172291,-6.213895321,1.52707243
49,chaska_(remix),Party,1,,krishna,0,2,0.1,2.30E-06,0.000382212,117.6365994,0.076150096,1848.409225,1794.358983,3916.793166,0.166147068,0.472872764,8.656829834,-0.011846942,-136.2760162,118.6949844,-38.72392273,49.04495621,-19.66226006,30.69526482,-5.984363079,17.3324852,-1.360637426,8.221274376,7.336694241,-2.334445715,7.83872509,-6.399592876,8.231169701,-6.171281338,3.998666286,-1.985228658,2.295075893,-0.888760805,-7.694662094,2.046486139
50,barfi!,Emotional,1,,mohit_chauhan,0,2,0.1,6.48E-08,-9.94E-05,126.8093254,0.075025469,2617.463853,2214.092804,5141.677992,0.236901,0.312253326,15.5589056,-0.000637964,-78.54689026,91.37366486,17.84909058,23.63843918,3.16957736,9.470322609,-3.236398458,3.325532675,-4.884056091,4.319172859,1.5523175,5.732550621,-0.938920498,2.317876577,-3.899523258,3.39977932,-6.185800552,-0.662689209,-6.243513107,-0.901536345,-5.700386524,1.516979575
51,main_kya_karoon,Emotional,1,,nikhil_paul_george,0,1,0.9,9.03E-07,0.000255094,128.1407687,0.055881832,2519.417644,1792.268936,4115.880667,0.250699133,0.335917115,15.83871937,-0.005802046,-105.4743652,112.7181168,38.49511337,12.65932465,14.39406204,12.92906094,-8.701799393,3.008666515,-1.939594865,4.200392723,0.123262167,-1.809753776,-7.366177082,0.226665214,-0.722435653,-1.83462286,-6.675431728,2.793536425,-6.819246769,1.301327944,-3.153006315,1.882602215
52,aashiyan,Emotional,1,,shreya_ghoshal,0,5,0.1,8.52E-07,-0.000213344,128.2821485,0.070732468,2565.910239,2138.679858,4886.986296,0.253813386,0.348581195,16.34855843,-0.014231859,-67.37759399,97.77924347,11.8774538,22.29819679,9.549861908,6.644480705,-1.638283134,3.9997437,-2.694074631,4.711984158,-1.309576154,4.967105865,-3.82070756,0.54894793,-0.654459178,1.742018819,-1.687932014,1.405468941,-6.596974373,3.542796612,-4.121635437,1.763485909
53,gurbani,Emotional,1,,daler_mehndi,0,2,0.1,-1.24E-07,-5.77E-05,122.3314231,0.085312074,1989.061111,1762.084519,3757.928824,0.140694112,0.285738856,5.546144962,-0.01051964,-135.6466217,119.8856583,-8.925532341,33.8182373,-0.932229578,9.841835022,-3.572237015,13.16237068,4.617452145,7.99079752,2.262562513,-3.724602938,-4.263996601,2.025503159,-1.345045328,7.647126198,3.877508163,7.11209631,1.419422269,5.577810287,-6.984760284,1.046954989
54,zinda,Party,1,,shankar_mahadevan,suhas_sawant,4,0.9,9.19E-07,9.69E-05,105.2136495,0.095825249,2684.74632,2544.131221,5658.815782,0.248212919,0.445429683,15.32143593,0.007953751,-34.67118073,74.80699921,3.987630844,40.3554306,13.43290901,12.61539936,2.863318443,12.01214314,2.976558208,10.61749458,-1.814617276,6.117987633,-2.750393629,-1.202937722,-3.084698439,1.249192238,-6.423454285,2.196282864,-3.037177086,0.978973567,-3.871347427,1.185320139
